"","MESSAGE_BODY","MESSAGE_FAVORITES_COUNT","MESSAGE_POSTED_TIME","MESSAGE_RETWEET_COUNT","MESSAGE_ACTION","USER_GENDER","USER_FOLLOWERS_COUNT","USER_SCREEN_NAME","USER_CITY","X10"
"1032","RT @DeSalesMedia: DT describing undocumented immigrant who killed an American citizen: <U+0089><db><cf>One more child to sacrifice on the altar of open bo<U+0089><db>_","0","57:41.0","1","share","male","552","StJoseph_BK","NEW YORK CITY",NA
"1033","RT @DeSalesMedia: Stay with @NETnyTV for coverage of the #DNC all week w/ @currentsny (daily at 730PM) and In The Arena (Sun. 8PM)! https:/<U+0089><db>_","0","38:09.0","1","share","male","553","StJoseph_BK","NEW YORK CITY",NA
"1034","RT @DeSalesMedia: Let the flame of love wrap around our world","so there will be no more violence and injustice."" #WYDOB #WYD2016 https://t<U+0089><db>_""","http://twitter.com/StJoseph_BK/statuses/757978221858226176","37:45.0","en","id:twitter.com:853849526","234","40:02.0","Est. 1851, St. Joseph's Co-Cathedral in the Diocese of Brooklyn, NY is located at 856 Pacific St., 11238. We are at the center of the largest US urban diocese.",NA
"1035","RT @NETnyTV: .@DeSalesMedia highlights from today's Mass with #PopeFrancis at the Jasna Gora Monastery. #WYD2016 #WYDKrakow2016 https://t.c<U+0089><db>_","0","20:48.0","8","share","female","289","MariaPiaNegro",NA,NA
"1036","RT @DeSalesMedia: USA was definitely present in #Krakow2016! Here's a pic from Instagram's #WYDOB courtesy of ajsantagata #WYD2016 https://<U+0089><db>_","0","30:35.0","3","share","male","564","StJoseph_BK","NEW YORK CITY",NA
"1037","RT @DeSalesMedia: Sign up for free Catholic Headlines w/ news from Brooklyn, Queens, the Vatican &amp; the world! https://t.co/NZ0Tr0xxbx https<U+0089><db>_","0","20:16.0","6","share","male","572","StJoseph_BK","NEW YORK CITY",NA
"1038","RT @DeSalesMedia: Our friends @SheenCenter will be holding NYC 2016 @justicefilmfest from 9/30-10/1. Visit https://t.co/L7QL2Bhcam for info<U+0089><db>_","0","09:05.0","2","share","male","618","StJoseph_BK","NEW YORK CITY",NA
"1039","RT @DeSalesMedia: Check out the 42nd Parish on the Parish Network, St Barbara in Bushwick, Brooklyn! https://t.co/0bjI5dbL8k https://t.co/Z<U+0089><db>_","0","45:04.0","1","share","male","644","StJoseph_BK","NEW YORK CITY",NA
"1040","RT @futuresinedu: Check out the @currentsny coverage of the #FuturesDinner! https://t.co/n6gxQh3S1l @BrooklynDiocese @DeSalesMedia #Catholi<U+0089><db>_","0","36:59.0","1","share","female","133","berlykim22",NA,NA
"1041","RT @DeSalesMedia: Check out the 37th Academy to join the Academy Network, @AmcaHB in Howard Beach, Queens! https://t.co/yKAQu27QuD https://<U+0089><db>_","0","31:46.0","2","share","male","687","StJoseph_BK","NEW YORK CITY",NA
"1042","RT @DeSalesMedia: Congratulations to @currentsny @AnchorLiz Faublas on being honored at the Five Boroughs Community Leaders Recognition Day<U+0089><db>_","0","46:45.0","2","share","unknown","1726","BrooklynDiocese","Brooklyn",NA
"1043","RT @DeSalesMedia: Welcome to the 41st Academy to join the Academy Network, Our Lady's Catholic Academy in Ozone Park, Queens! https://t.co/<U+0089><db>_","0","34:11.0","2","share","male","742","StJoseph_BK","Brooklyn",NA
"1044","RT @DeSalesMedia: Friday's theme for #CSW17 -- celebrating faculty, staff and volunteers. Thank you to all those who support the students i<U+0089><db>_","0","09:12.0","3","share","female","24","Gypsrose",NA,NA
"1045","RT @DeSalesMedia: Check out some photos from the set up of the new Media Lab at St. Joseph the Worker @ctnbrooklyn #BrooklynCatholic http://t.co/Ir9jthkNoY","0","05:52.0","1","share","unknown","638","futuresinedu","Brooklyn",NA
"1046","RT @DeSalesMedia: Who's ready for #WCDnyc? Only 1 week to go! Register now: http://t.co/SVy9aISbGe http://t.co/15DcXbco4i","0","39:52.0","2","share","unknown","120","BrooklynDiocese","Brooklyn",NA
"1047","RT @DeSalesMedia: .@DeMedievalist: Identify the groups in your parish and create content that appeals to them. #WCDnyc","0","17:51.0","2","share","unknown","42","SHSSRC","Brooklyn",NA
"1048","And they are off! Witnessing the Gospel of Jesus Christ and the vocation of priesthood @DRVCvocations @DeSalesMedia http://t.co/WVTNERO79T","7","56:35.0","10","post","unknown","63","Bike4Vocations",NA,NA
"1049","RT @DeSalesMedia: It's Bishops-elect Mroziewski and Massa LIVE from the press conference at @BrooklynDiocese! @BpDiMarzio http://t.co/i2BvRRLhuE","0","41:41.0","3","share","male","44","DeMedievalist","NEW YORK CITY",NA
"1050","#WCDnyc Full reception w/music &amp; food following conference @DeSalesMedia @dobpress @NY_Arch @NuestraVozDOB @austeni http://t.co/8RdNH3l8ox","0","52:32.0","3","post","male","38","DeMedievalist","NEW YORK CITY",NA
"1051","RT @DeSalesMedia: Check out some of the shots from the 2nd leg of @Bike4Vocations! Theyre making progress! #BrooklynCatholic http://t.co/MIWPDIXjms","0","05:08.0","1","share","female","464","caitmfitz",NA,NA
"1052","Fr. Fitzgerald ask: Are you ready for a Prayer Challenge?   http://t.co/S2ufxm3qJJ  @DRVCvocations @DeSalesMedia  https://t.co/dzdTNSfKlc","0","40:52.0","1","post","unknown","93","Bike4Vocations",NA,NA
"1053","RT @Bike4Vocations: To support the team&amp;check out where the next event will be visit http://t.co/GRXSIz0hFS @DRVCvocations @DeSalesMedia http://t.co/YNuSmVvp8H","0","18:15.0","1","share","unknown","607","DeSalesMedia","Brooklyn",NA
"1054","RT @berlykim22: Enjoying @BrooklynCyclone game with the boys and Pee Wee! thanks @DeSalesMedia @TabletNewspaper @NETnyTV #popinusa http://t.co/CkdwEMV5EV","0","07:01.0","3","share","male","268","StJoseph_BK","NEW YORK CITY",NA
"1055","PHOTOS of #PopeFrancis + @CardinalDolan @Sept11Memorial from @LevienVincent @DeSalesMedia #PopeInUSA #PopeinNYC http://t.co/68iyeHrJgu","0","19:51.0","0","post","unknown","820","NETnyTV","Brooklyn",NA
"1056","RT @DeSalesMedia: HAPPENING NOW: Papal Visit Press Event at @TheGarden w/ @CardinalDolan + Fr. Ernest from @sjsdunwoodie #PopeInUSA http://t.co/qkxZWCSQS3","0","36:26.0","3","share","unknown","12590","Crux","Boston",NA
"1057","RT @DeMedievalist: This Eve: The billboard welcoming Pope Francis to NYC almost complete! @DeSalesMedia #PopeInUSA #PopeInUS @Pontifex http://t.co/GVtzwef8kt","0","14:34.0","33","share","unknown","693","DeSalesMedia","Brooklyn",NA
"1058","RT @TabletNewspaper: NET's Banner Helps NY Greet the Pope http://t.co/WkkordiBJP @NETnyTV @DeSalesMedia #PopeInUSA #PapaEnUSA http://t.co/dJNgKvygIC","0","25:29.0","5","share","unknown","3612","Lunarteddy",NA,NA
"1059","RT @DeSalesMedia: Behind the scenes: We are prepping to go live with @Pontifex in CUBA! Time Warner 97, Cablevision 30 #PopeInUS http://t.co/1tvNVLeFTi","0","12:27.0","1","share","unknown","679","NETnyTV","Brooklyn",NA
"1060","RT @TabletNewspaper: NET's Banner Helps NY Greet the Pope http://t.co/WkkordiBJP @NETnyTV @DeSalesMedia #PopeInUSA #PapaEnUSA http://t.co/dJNgKvygIC","0","29:03.0","2","share","male","277","StJoseph_BK","NEW YORK CITY",NA
"1061","RT @DeSalesMedia: LIVE: ""Bienvendio A Cuba Papa Fancisco"" http://t.co/BAbR4GlPZo #PopeInUSA #PopeInUS @NuestraVozDOB @NETnyTV http://t.co/NtlU4gbW5Q","0","54:28.0","2","share","male","285","StJoseph_BK","NEW YORK CITY",NA
"1062",".@BrooklynDiocese Argentinian nuns to present #PopeFrancis w/ departing gifts #PopeinNYC #PopeInPhilly @DeSalesMedia http://t.co/cKXNjixf7Z","24","31:57.0","7","post","unknown","772","dobpress","NEW YORK CITY",NA
"1063","RT @DeSalesMedia: @EdWilkinson exclusive @TheTablet photos: Bishop Cisneros, @dlopezcapera @NuestraVozDOB @Artdignam @CMSBQ #PopeInNYC http://t.co/bZEnGXwxtl","0","41:49.0","2","share","unknown","261","dlopezcapera",NA,NA
"1064","RT @DeMedievalist: Father Joe Chaplain of  @PANYNJ + Edward Mangano @NassauCountyNY for #PopeinNYC departure @DeSalesMedia http://t.co/3VZhgUQqje","0","33:31.0","1","share","unknown","34570","PANYNJ",NA,NA
"1065","@Pontifex has left the airport. Be sure to follow us @NETnyTV @DeSalesMedia @NuestraVozDOB @currentsny #PopeInDC #PopeInUSA #PapaEnUSA","0","26:47.0","0","post","female","418","nbisbal","Brooklyn",NA
"1066","Didn't get tickets for the #PapalMass? Here is your #PopeInUSA #LIVECoverage: http://t.co/ghNiUhavDr @desalesmedia @TabletNewspaper","2","05:38.0","6","post","unknown","802","futuresinedu","NEW YORK CITY",NA
"1067","RT @StFinbarBklyn: Heading-out on pilgrimage to the Cathedral this afternoon! 9 Buses. @TabletNewspaper @DeSalesMedia @PaulaKatinas https:/<U+0089><db>_","0","34:40.0","3","share","unknown","1032","DeSalesMedia","Brooklyn",NA
"1068","RT @katie_lynn_rose: Too often Cath blogs, posts etc only show what we are against. -@FatherRosica #WCDnyc @DeSalesMedia","0","42:18.0","2","share","unknown","1109","NETnyTV","Brooklyn",NA
"1069","RT @DeSalesMedia: .@MonsignorH and our award winner @FatherRosica together! https://t.co/yM2K3doIkV","0","40:31.0","1","share","male","501","StJoseph_BK","NEW YORK CITY",NA
"1070","@SyrDiocese @DeSalesMedia The livestream will be on https://t.co/DUsQfCH09L! We wouldn't want you to miss it!","0","57:45.0","0","post","unknown","1108","NETnyTV","Brooklyn",NA
"1071","RT @DeSalesMedia: .@FatherRosica: The key to success with Catholic broadcasting is committed lay people and young adults #WCDnyc","0","15:36.0","1","share","female","1217","MaryDTP",NA,NA
"1072","RT @DeSalesMedia: .@AleteiaForHer says not to be afraid about speaking on pop culture &amp; be able to look at the positives, not just the nega<U+0089><db>_","0","32:10.0","2","share","male","106","DeMedievalist","NEW YORK CITY",NA
"1073","RT @berlykim22: @citymuseum @DeSalesMedia enjoying some fun down time #CMC16 @CatholicPress #stlouis2016 @TabletNewspaper @NETnyTV https://<U+0089><db>_","0","04:49.0","3","share","male","117","DeMedievalist","NEW YORK CITY",NA
"1074","RT @DeSalesMedia: Congrats to @Crux for the new website design! It looks great! https://t.co/Suww0Ewv2R https://t.co/JVbMvNCa0e","0","40:24.0","9","share","unknown","7755","archbalt","Baltimore",NA
"1075","RT @DeMedievalist: Now this is a great view to get some work done while at #CMC16 @DeSalesMedia @BrooklynDiocese #stl #Catholic https://t.c<U+0089><db>_","0","58:36.0","5","share","male","529","StJoseph_BK","NEW YORK CITY",NA
"1076","Catherine Laboure Special Education by Robert M Longo ... https://t.co/dLoig8J0C9 via @DeSalesMedia https://t.co/LtzEhyfmAD","0","09:17.0","0","post","unknown","1050","SpecialEducNews",NA,NA
"1077","RT @DeSalesMedia: Join us &amp; #PrayforIstanbul + victims of terrorism w/ @BrooklynDiocese Sister Servants at https://t.co/f0tDMEK6L5 https://<U+0089><db>_","0","55:02.0","6","share","male","428","JohnHarperTalk",NA,NA
"1078","RT @DeSalesMedia: 22nd addition to the Academy Network is St. Helen Catholic Academy in Howard Beach, Queens! https://t.co/YUAN2M24nl https<U+0089><db>_","0","08:18.0","6","share","unknown","1302","BrooklynDiocese","Brooklyn",NA
"1079","RT @DeSalesMedia: @MonsignorH of @BrooklynDiocese, CEO of @DeSalesMedia, @TabletNewspaper and @NETnyTV gives invocation at #RNC2016 https:/<U+0089><db>_","0","59:51.0","5","share","male","552","StJoseph_BK","NEW YORK CITY",NA
"1080","RT @DeSalesMedia: Check out the shirts pilgrims from @BrooklynDiocese will be wearing all week at #WYD2016, from @DeSalesMedia! #WYDOB http<U+0089><db>_","0","00:22.0","6","share","unknown","1331","TabletNewspaper","NEW YORK CITY",NA
"1081","RT @DeSalesMedia: Watch the USA National Gathering at #WYDMercyCentre live via https://t.co/QdLoglwJyl #WYDOB https://t.co/WGl0aZKo04","0","26:14.0","2","share","unknown","1198","NETnyTV","Brooklyn",NA
"1082","RT @DeSalesMedia: VictoriaRose1995 from Instagram's #WYDOB shows youth from St. Mel's, Qns, were all smiles for #PopeFrancis #WYD2016 https<U+0089><db>_","0","34:47.0","4","share","unknown","330","NuestraVozDOB","NEW YORK CITY",NA
"1083","RT @katie_lynn_rose: SO honored to intv the man who saved a saint. Exclusive tn 7:30pm @currentsny @NETnyTV #MotherTeresa @DeSalesMedia htt<U+0089><db>_","0","24:31.0","2","share","unknown","331","NuestraVozDOB","NEW YORK CITY",NA
"1084","RT @DeSalesMedia: .@FDNY parade of flags for 9/11 Requiem Mass @StJoseph_BK watch live https://t.co/9I103RmNaY https://t.co/PPy7SyxIvg","0","55:14.0","1","share","unknown","886","currentsny","Brooklyn",NA
"1085","RT @DeSalesMedia: .@FDNY parade of flags for 9/11 Requiem Mass @StJoseph_BK watch live https://t.co/9I103RmNaY https://t.co/PPy7SyxIvg","0","32:24.0","4","share","unknown","1434","BrooklynDiocese","Brooklyn",NA
"1086","@DeSalesMedia https://t.co/iXKchb0cPh","0","05:00.0","0","post",NA,"1784","marketingdoctor","New York City",NA
"1087","RT @DeSalesMedia: Christmas to-do lists can be long, don't forget the most important 'to-do.' Here's our new video! https://t.co/yhnI9JAf3N<U+0089><db>_","0","51:36.0","7","share","female","137","berlykim22",NA,NA
"1088","RT @DeSalesMedia: Don't forget after Mass this Sunday, to take a _<d9><d2><e1> w/ your pin &amp; #PutHimOnYourList. @BrooklynDiocese parishes are distribut<U+0089><db>_","0","23:50.0","1","share","male","708","StJoseph_BK","Brooklyn",NA
"1089","RT @DeSalesMedia: Friday's theme for #CSW17 -- celebrating faculty, staff and volunteers. Thank you to all those who support the students i<U+0089><db>_","0","38:57.0","5","share","male","745","StJoseph_BK","Brooklyn",NA
"1090","@DeSalesMedia Enrich the lenten walk,a WAY OF THE CROSS for the world, as well as personal healing/deliverance - https://t.co/FCNi1lGoJz","0","47:32.0","0","post","unknown","27","elshaddaison",NA,NA
"1091","RT @doboff: Excited for #BCYD? http://t.co/EI2yNMHepH @JamesKuroly @NewNameNY @ChrisStefanick @StJoseph_BK @GilRod34 @NETnyTV @DeSalesMedia","0","45:38.0","1","share","male","198","JamesKuroly",NA,NA
"1092","RT @DeSalesMedia: Haven't registered for #WCDnyc? See what you'll be missing! @dobpress @Catholic_NY @NYSCatholicConf @CatholicPress http://t.co/8cOryCtOIO","0","30:01.0","4","share","male","200","StJoseph_BK","NEW YORK CITY",NA
"1093","RT @CCBplusQ: Visit #CCBQ's table at the @BrooklynDiocese &amp; @DeSalesMedia World Communications Day to learn more about us! #WCDnyc http://t.co/yNphUTuypo","0","39:49.0","5","share","male","52","CHC1969","Brooklyn",NA
"1094","Live-tweeting @BrooklynDiocese @DeSalesMedia World Communications Day #WCDnyc, feat. @austeni @GibsonWrites @JohnThavis Brace yourselves.","3","09:38.0","2","post","male","1877","gallicho","NEW YORK CITY",NA
"1095","RT @DeMedievalist: #WCDnyc @DeSalesMedia @NY_Arch Pope will experience unique faith of Catholics in NY. Faithful will be inspired and asked to reflect","0","18:09.0","2","share","male","214","StJoseph_BK","NEW YORK CITY",NA
"1096","#WCDnyc @DeSalesMedia Pope has 60% support from Evangelicals &amp; 90% with Catholics says Pew Study. @TabletNewspaper #inthearena","0","48:01.0","0","post","male","33","DeMedievalist","NEW YORK CITY",NA
"1097","#wcdnyc IN THE ARENA @BrooklynDiocese gives voice to the voiceless. Empowers the powerless. @DeSalesMedia @dobpress @BpDiMarzio @MonsignorH","0","25:09.0","4","post","male","31","DeMedievalist","NEW YORK CITY",NA
"1098","RT @berlykim22: #WCD2015 See you in Buffalo! @schillermatt @DeSalesMedia @TabletNewspaper, http://t.co/PvAmthGbsg","0","15:33.0","1","share","unknown","597","DeSalesMedia","Brooklyn",NA
"1099","Today's stats...  @DRVCvocations @DeSalesMedia http://t.co/e1rWWshYME","0","21:54.0","3","post","unknown","58","Bike4Vocations",NA,NA
"1100","RT @DeSalesMedia: Thomas Mungeer, Pres. of NYS Troopers PBA presents award to @CardinalDolan for all his support of #EducationTaxCredit http://t.co/mzSqh8gWI4","0","39:59.0","2","share","male","232","LevienVincent",NA,NA
"1101",".@BrooklynDiocese's @DeSalesMedia to welcome Pope Francis w/ largest painted billboard of NYC: http://t.co/bHyGBKpmy1 #PopeInUSA #PapaEnUSA","0","45:30.0","5","post","unknown","719","dobpress","NEW YORK CITY",NA
"1102","RT @BrooklynDiocese: Our communications arm @DeSalesMedia will welcome Pope Francis to NYC with 225-foot tall billboard. Info: http://t.co/5eE0SwDO1G #PopeInUSA","0","45:37.0","15","share","male","260","LevienVincent",NA,NA
"1103","Awesome #PopeinUSA T-Shirts @BKCyclones game! Thanks @DeSalesMedia &amp; @BrooklynDiocese! #coneyisland #NYC #PapaEnUSA http://t.co/MWmPSc5Uvr","0","43:15.0","2","post","unknown","65","SHSSRC","NEW YORK CITY",NA
"1104","Worth a look: quick video by @DeSalesMedia of their #pope #mural in Manhattan, across from @TheGarden  https://t.co/lAKgeL06SA","1","30:55.0","2","post","female","895","CNS_Rhina","WASHINGTON",NA
"1105","RT @austeni: For great coverage of Pope address to Congress, go to http://t.co/dmRBzIhyyI -- I'll be joining them soon in the studio. @DeSalesMedia","0","57:10.0","5","share","unknown","5","DanieleG_Palmer","London",NA
"1106","NET's Banner Helps NY Greet the Pope http://t.co/WkkordiBJP @NETnyTV @DeSalesMedia #PopeInUSA #PapaEnUSA http://t.co/dJNgKvygIC","2","50:05.0","5","post","unknown","879","TabletNewspaper","NEW YORK CITY",NA
"1107","Monsignor Harrington of @DeSalesMedia bidding adieu to Vatican Press at JFK #PopeFrancis #PopeinNYC @dobpress http://t.co/792NFAc8ii","3","12:44.0","4","post","male","78","DeMedievalist","NEW YORK CITY",NA
"1108","@BpDiMarzio on the Tarmac of JFK for #PopeFrancis' departure #PopeinNYC #PopeInPhilly @NETnyTV @DeSalesMedia t http://t.co/qRMW65MJkz","0","12:36.0","0","post","male","78","DeMedievalist","NEW YORK CITY",NA
"1109","RT @DeMedievalist: #PopeFrancis' departure press is all settled &amp; working on their pieces @DeSalesMedia #PopeinNYC #PopeInPhilly http://t.co/XZvoYFsXS5","0","43:28.0","2","share","male","874","schillermatt",NA,NA
"1110","RT @DeSalesMedia: WATCH @MonsignorH LIVE on http://t.co/Oj1XJdIkzQ speaking on @Pontifex in #PopeInCuba @NuestraVozDOB @austeni @StJoseph_BK #PopeInUSA","0","42:40.0","2","share","unknown","69","SHSSRC","Brooklyn",NA
"1111","RT @DeSalesMedia: LIVE: ""Bienvendio A Cuba Papa Fancisco"" http://t.co/BAbR4GlPZo #PopeInUSA #PopeInUS @NuestraVozDOB @NETnyTV http://t.co/NtlU4gbW5Q","0","16:00.0","4","share","unknown","69","SHSSRC","Brooklyn",NA
"1112","Stay connected with #PopeFrancis with #PopeInUSA #LIVECoverage: http://t.co/Ml4gyGYNSI @desalesmedia @TabletNewspaper","1","55:32.0","2","post","unknown","807","futuresinedu","NEW YORK CITY",NA
"1113","Our student athletes helping @desalesmedia in making sandwiches &amp; loading vans for the #popeinusa! #TerrierPride http://t.co/mIFcKFYjln","6","42:54.0","10","post","female","47","SFBK_SWA","BROOKLYN HEIGHTS",NA
"1114","RT @DeSalesMedia: @NETnyTV now -- discussion of press conference - Pope Francis from Cuba to Washington, D.C. Full transcript is here: http://t.co/erHVtuYWMw","0","10:13.0","1","share","male","2064","gallicho","Brooklyn",NA
"1115","RT @DeSalesMedia: Looking for a translation of #PopeFrancis? @NETnyTV and @FatherRocky has it for you! #PopeInUS @PopeInDC http://t.co/R5PPyD4IFx","0","37:08.0","2","share","female","51","KateMeany","NEW YORK CITY",NA
"1116","RT @DeSalesMedia: #PopeFrancis is about begin the midday prayers. #PopeInUS #PopeInDC #PopeInUSA http://t.co/YA2HPvqWgi","0","58:59.0","1","share","unknown","922","TabletNewspaper","NEW YORK CITY",NA
"1117","RT @DeSalesMedia: #PopeinNYC Be a papal reporter! Post your papal pics + your comments to #PopeInUSA + #PapaEnUSA http://t.co/9I103RmNaY  @BrooklynDiocese","0","03:51.0","1","share","unknown","825","NETnyTV","Brooklyn",NA
"1118","RT @frgelfant: @DeSalesMedia Louie thanks you too! http://t.co/qSQuEL5OQi","0","29:40.0","2","share","unknown","819","DeSalesMedia","Brooklyn",NA
"1119","RT @CFBQ: ""Pass on the faith to the next generation."" - @MsgrJamie #GenerationsOfFaith #thankyou @TabletNewspaper @DeSalesMedia @BrooklynDiocese","0","00:44.0","1","share","unknown","621","BrooklynDiocese","Brooklyn",NA
"1120","RT @DeSalesMedia: Meet the 6th addition to the growing Academy Network, https://t.co/nHjSyqmQDq in Bergen Beach, Brooklyn! https://t.co/7pGnsu5Dbp","0","00:16.0","1","share","unknown","743","CFBQ","Brooklyn",NA
"1121","RT @DeSalesMedia: Join us for a Young Adult Mass and Fellowship on Nov. 6 at 7PM at SS Peter and Paul Parish in Brooklyn! https://t.co/LuIjiuZK10","0","55:08.0","1","share","unknown","99","BKCathYD","Brooklyn",NA
"1122","RT @DeSalesMedia: Proudly announcing the launch of @BrooklynDiocese new PrayForMe site. Leave your prayers at: https://t.co/D1L2BBItH6 https://t.co/Gk7UrDnVSN","0","55:05.0","10","share","female","84","berlykim22",NA,NA
"1123",".@DeSalesMedia has launched a new bilingual prayer site for the @BrooklynDiocese. All the info here: https://t.co/XWqLnCWn47 #PrayForMe","2","34:28.0","2","post","unknown","813","dobpress","NEW YORK CITY",NA
"1124","RT @DeSalesMedia: Francis<U+0089><U+06EA> signature initiative has at its core a figure straight out of the St. John Paul II playbook: https://t.co/pNXcCnxoGj via @Crux","0","17:45.0","1","share","male","366","StJoseph_BK","NEW YORK CITY",NA
"1125","RT @DeSalesMedia: Tomorrow is #AshWednesday, the beginning of #Lent! Here are some reminders from @BpDiMarzio: https://t.co/2BMTQ1032w #Yea<U+0089><db>_","0","53:54.0","4","share","male","593","MartyTC","New York City",NA
"1126","RT @DeSalesMedia: .@austeni: We need new immigration policy","one for needs of migrants",NA,"http://twitter.com/DeMedievalist/statuses/699348080924168192","1",NA,"J. Mark de Palma","5","1653","US"
"1127","In Periphery, Pope Preaches Conversion of Hearts https://t.co/bcn3lFyQ3p #PopeInMexico #PapaEnMex @DeSalesMedia https://t.co/z4PnGlG6Px","0","22:05.0","0","post","unknown","1097","TabletNewspaper","NEW YORK CITY",NA
"1128","RT @DeSalesMedia: Congratulations to Liz Purnell, our receptionist, on her retirement and next chapter. We thank you and God Bless! https:/<U+0089><db>_","0","06:59.0","7","share","male","424","StJoseph_BK","NEW YORK CITY",NA
"1129","RT @DeSalesMedia: Read the statement from @NYSCatholicConf regarding Catholic Political Responsibility: https://t.co/GMoJUBQk2l https://t.c<U+0089><db>_","0","11:48.0","1","share","unknown","3015","NYSCatholicConf","Albany",NA
"1130","RT @DeSalesMedia: Did you know? @Pontifex @instagram account passed million-follower mark in 1st 12 hrs https://t.co/YOxD5rB38K @crux https<U+0089><db>_","0","17:09.0","3","share","unknown","17801","Crux","Denver",NA
"1131","RT @DeSalesMedia: Congratulations to Most Holy Redeemer CA for winning CTN Anniversary Media Room! And Happy Birthday to @ctnbrooklyn! http<U+0089><db>_","0","31:02.0","2","share","female","105","berlykim22",NA,NA
"1132","RT @DeSalesMedia: This weekend, nearly 3000 young people attended #BCYD events, representing 60 parishes and 12 Catholic high schools! http<U+0089><db>_","0","48:47.0","2","share","unknown","1077","BrooklynDiocese","Brooklyn",NA
"1133","RT @TheAnchoress: Great day in @BrooklynDiocese as @DeSalesMedia &amp; team @MonsignorH hosted World Day of Communication conference. Thanks fo<U+0089><db>_","0","59:30.0","7","share","male","507","StJoseph_BK","NEW YORK CITY",NA
"1134","RT @DeSalesMedia: .@FatherRosica Catholics should be known as people who are for something, something positive that can transform lives &amp; i<U+0089><db>_","0","48:38.0","1","share","male","503","StJoseph_BK","NEW YORK CITY",NA
"1135","RT @DeSalesMedia: .@CoryHeimann: Don't let being a #Catholic limit your world view. Embrace it and expand everyone else's world. #WCDnyc","0","28:15.0","1","share","male","505","StJoseph_BK","NEW YORK CITY",NA
"1136","RT @DeSalesMedia: .@AnchorLiz #WCDnyc MC: We should be proud of what we do as those in #Catholic media. We shine light into the world.","0","19:05.0","4","share","female","110","berlykim22",NA,NA
"1137","RT @DeSalesMedia: Congrats to @Crux for the new website design! It looks great! https://t.co/Suww0Ewv2R https://t.co/JVbMvNCa0e","0","36:49.0","7","share","male","1133","schillermatt",NA,NA
"1138","RT @DeSalesMedia: Last night, nearly 2000 people came together to pray for lives lost to violence last week: https://t.co/PNwglT8nFa https:<U+0089><db>_","0","14:24.0","5","share","male","544","StJoseph_BK","NEW YORK CITY",NA
"1139","RT @berlykim22: Monsignor Kieran Harrington | User Clip | https://t.co/M2Ip4Ei7jX  Great Job @MonsignorH @DeSalesMedia @NETnyTV   https://t<U+0089><db>_","0","43:34.0","4","share","male","133","DeMedievalist","NEW YORK CITY",NA
"1140","RT @DeSalesMedia: Say hello to the 33rd Parish on the Parish Network, Our Lady of the Cenacle! https://t.co/wzn0uI7e8w https://t.co/642muaK<U+0089><db>_","0","23:27.0","3","share","male","548","StJoseph_BK","NEW YORK CITY",NA
"1141","RT @MariaPiaNegro: #WYDOB pilgrim bag for #Krakow2016. Let's pray for the youth traveling to #WYD @DeSalesMedia @doboff @NETnyTV https://t.<U+0089><db>_","0","24:34.0","6","share","male","549","StJoseph_BK","NEW YORK CITY",NA
"1142","RT @DeSalesMedia: Catholics leaving the faith by age 10 &amp; what parents can do about it. - via @TheBostonPilot https://t.co/xIwDKaYaWM https<U+0089><db>_","0","23:10.0","2","share","unknown","1422","BrooklynDiocese","Brooklyn",NA
"1143","RT @DeSalesMedia: .@TimHarf -thanks for the great interview on @twitter new character limits! Watch tonight on @currentsny on @NETnyTV http<U+0089><db>_","0","30:04.0","5","share","male","465","TimHarf","NEW YORK CITY",NA
"1144","RT @DeSalesMedia: LIVE from our team at the Paul IV Audience Hall, Vatican: #PopeFrancis arrives at the First Global Conference on Faith an<U+0089><db>_","0","51:38.0","3","share","unknown","1489","BrooklynDiocese","Brooklyn",NA
"1145","RT @DeSalesMedia: Mayor @BilldeBlasio receives honorary membership tonight in the @BrooklynChamber. https://t.co/n02fYah4ag","0","39:19.0","1","share","male","3121","JustinBrannan","Brooklyn",NA
"1146","RT @DeSalesMedia: Don't miss the 2016 @justicefilmfest at @SheenCenter running from 9/30 - 10/1! Visit https://t.co/tHMep4yVIY for info and<U+0089><db>_","0","36:56.0","4","share","unknown","35","ToppoClinson",NA,NA
"1147","RT @futuresinedu: Check out @bkreporter's coverage of @SisterCristina's visit to #NYC: https://t.co/Qu72Nzytid @DeSalesMedia #CatholicEdu #<U+0089><db>_","0","24:01.0","1","share","unknown","1286","DeSalesMedia","Brooklyn",NA
"1148","RT @futuresinedu: Check out @bkreporter's coverage of @SisterCristina's visit to #NYC: https://t.co/Qu72Nzytid @DeSalesMedia #CatholicEdu #<U+0089><db>_","0","49:03.0","3","share","female","16549","SrCristinaOSF","Milano",NA
"1149","RT @DeSalesMedia: Say hello to the 36th Academy on the Academy Network, SS. Joachim &amp; Anne School in Queens Village! https://t.co/EcP5URxzV<U+0089><db>_","0","10:27.0","2","share","unknown","147","SHSSRC","Brooklyn",NA
"1150","Hoy @DiosNuncaDuerme visita Ecuador. <e5><c1>Prep<cc><c1>rate para llorar,re<cc>_r y saltar! 

http://t.co/wPS3DhPi4Z

@DeSalesMedia http://t.co/fJSxxgijte","1","26:15.0","2","post",NA,"165","CafeconCristo","NEW YORK CITY",NA
